product,list_price,average_rating,user_rating,user,location,athleticType,ageRange,bodyType,like,not_like,fit,title,datePublished,text,responseDate,response,helpfulYes,helpfulNo
"Pace Breaker Short 9""",68,3.3 out of 5,3 out of 5,DRFEELGOOD,,,,,"liner, pockets, lightness",waistband,,rolling,8/24/14,"I have 4 pairs of these shorts and for the most part, I like them, but I don't love them and wish I could exchange every pair. What I don't like is how the waist band is designed. It's awful.",24-Aug-14,"Hey drfeelgood,
I understand your disappointment. It's important to feel comfortable in our gear when we're getting sweaty and understand how frustrating it can be when the waistband keeps rolling. Give us a call at the GEC (1.877.263.9300) so we can chat and reach a resolution.",0,0
"Pace Breaker Short 9""",68,3.3 out of 5,5 out of 5,NATHAN,"WAKE FOREST, NC",SWEATY GENERALIST,35-44,ATHLETIC,,,,The Wayne Gretzky of shorts,6/26/14,"Yes - The Wayne Gretzky of shorts, also known as ""The Great One"".",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,4 out of 5,ANAGRAMABLE,,SWEATY GENERALIST,35-44,ATHLETIC,"fit, stretchy, length, phone pocket",,,Great for large thighed people. Don't go swimming,10/8/13,"While Lululemon describes these shorts as generously cut, as someone with large thighs, I think they're perfectly cut. I've worn small and medium sized shorts from Lulu before where they fit like tights, these feel like they were made for me. I bought small and medium, neither are baggy for me, the difference is negligible, I usually wear a Lulu medium top (occasionally small). The liner is barely noticeable, I can move around and not be constricted.",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,5 out of 5,AMAR,"VANCOUVER, BC, CANADA",SWEATY GENERALIST,25-34,ATHLETIC,lightweight,,,"Awesome, Light-weight shorts",8/13/13,great shorts for louning around home or on the beach on those hot summer days... very lightweight,,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,3 out of 5,YVR604,"VANCOUVER, BC, CANADA",SWEATY GENERALIST,45-54,ATHLETIC,"fabric, print","fit, way too big",,Love the print!,7/22/13,I love the print! but fit is way too big and buggy! would have loved it with trimmer fit.,,,0,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,4 out of 5,THABOYT,MINNESOTA,RUNNER,18-24,MUSCULAR,"style, fit, feel",loose threads (bad quality?),,"Good shorts, minor flaws",8/5/18,"Good shorts, shipping time was great, only complaint was on the left leg there were major loose threads.",6-Aug-18,"Hey ThaboyT,

Thanks for taking the time to share your feedback with us. I'm sorry to hear your new Pace Breaker Short *Linerless 9"" Updated has some loose threads. Keep an eye out for an email coming your way. Chat Soon!",0,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,4 out of 5,BAVILA,COLORADO,SWEATY GENERALIST,25-34,MUSCULAR,"fit, light weight, stretch, wicking",accessory pocket is too small,,Almost favorite shorts,8/3/18,"The Pacebreaker shorts are awesome. The pace breaker shorts are super light weight, great stretch, and wick the sweat away. They would be my favorite shorts, however, the accessory is slightly too small. I have a problem getting my iPhone 6s in the accessory pocket. You have to stretch and slightly force the phone past the zipper to get it in. That is the only reason I took away one star.",,,0,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,TGF12,,,,,,,snug,Comfortable,8/3/18,"Not too tight but not baggy, above the knee but not too far, overall great fit",,,0,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,EDPA,GEORGIA,SWEATY GENERALIST,25-34,ATHLETIC,,,just right,Roomy but not baggy,8/2/18,I use them to go everywhere! Favorite pair of shorts I own.,,,0,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,4 out of 5,GOOSE323,"RENO, NV, USA",SWEATY GENERALIST,35-44,ATHLETIC,,,,Comfortable light short,8/1/18,"I ordered these to compare to the THE Short. The Pace is super light and comfortable. For me I like the the fit of the THE a little better, but I have no complaints on the Pace. You can’t go wrong with either one.",,,0,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,1 out of 5,ALGARSHA,,,,,,fabric,snug,Ruined the Pace Breaker,8/1/18,The change in material and fabric has ruined all the new pace breaker shorts. Fit is not the same. What a shame!,,,0,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,NISAMOM,MI,SWEATY GENERALIST,35-44,ATHLETIC,,,,Amazing shorts!,8/1/18,"I bought these for my husband and he LOVES them. We do HIIT 6 days/week (unless we are on vacation, then it's day drinking by the pool) and these were a game-changer. I have been buying Lulu for years and convinced him to upgrade his shorts. Lightweight, breathable and true to size.",,,0,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,ANONYMOUS,,SWEATY GENERALIST,18-24,ATHLETIC,,,just right,Amazing shorts,6/28/18,These shorts are amazing. They breathe perfectly and not restricting what so ever. The only problem I've encountered is that the Lululemon logo easily comes off.,,,0,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,JBRIZ,"LANGLEY, BC, CANADA",SWEATY GENERALIST,35-44,MUSCULAR,fit and feel of shorts,,,AMAZING SHORTS!,6/13/18,"Amazing shorts. Fit and feel is great. I'm 6'3"" and they fit perfectly. I have 4 pairs. They are my go to gym shorts and are also great casually.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,4 out of 5,KYRAD,ONTAIRO,,18-24,,fabric,length,,Good fit for tall guy,3/27/18,"Bought these for my fiance who is 6'8 and he really likes them. He wears them to rock climb and around the house in the winter. Next time I would get him the 11 inch pair as this was just a tad too short, but overall a well made pair of shorts. The colours available are nice too.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,1 out of 5,AMATCH,"CINCINNATI, OH, USA",SWEATY GENERALIST,18-24,LEAN,"style, fit, color",quality,,disappointment,3/21/18,"I am a loyal lulu customer and have been wearing their clothes for yoga/running/lounging for years! My boyfriend never understood the need for so many ""black pants"" so I decided to give him his first lulu piece for Christmas this year. This is the first mens product I have purchased and I am not certain what is different about the quality, but the shorts are already falling apart! At first he loved them, great fit and an awesome look, but after only a few wears they are not holding up to the quality I expect. The lulu logo has peeled off of them and some seams are starting to come loose. Total bummer!",22-Mar-18,"Hey amatch,

I really appreciate you taking the time to get in touch today and I'm sorry to hear his gear isn't performing for him. We stand behind the quality of our gear and I will be in touch via email to dig into this with you!
Chat soon.",1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,4 out of 5,DEEK,"VIRGINIA, USA",RUNNER,45-54,ATHLETIC,"light weight, mesh venting",,,Great Shorts!,2/28/18,"These shorts are light weight and perform great! I have several pair of T.H.E. shorts, but these are my first two pair of Pace Breakers. I love the mesh venting in the Pace Breaker! I only wish they had the same waist band as the T.H.E shorts. I find it a little more comfortable.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,HEYDOM,"PANAMA CITY, FL, USA",SWEATY GENERALIST,25-34,MUSCULAR,"lightweight, stretchy, colors, price",,,Lightweight and strecthy,2/11/18,I was a big fan of the T.H.E shorts but once I tried these out I have changed my mind. The pace breakers are so lightweight and move along with your body no matter what the activity. I also have them in the liner version and they fit way better than the liner version in the T.H.E short,,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,4 out of 5,JFUNCTIONAL,SAN DIEGO,SWEATY GENERALIST,18-24,LEAN,,,,Alright,1/9/18,"I have bought a pair of pace breakers with the liner before and they are my favorite pair of shorts. I wear those almost daily and have multiple pairs. I tend to wear different types of underwear, sometimes or times boxers so decided I needed to invest in some linerless pacemakers. For some reason even though they are the same exact size, they tend to fit a bit more baggier and just don't fit as well.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,2 out of 5,SIMPLERUNNER,"KELOWNA, BC, CANADA",RUNNER,25-34,CURVY,"the colour, the price","the shorts shrunk, too tight fighting not loose",,Shrinking Shorts,10/20/17,"I bought these shorts for my boyfriends boyfriends, he wore them once and they shrunk. The fit is very tight. I read alot of good reviews on this pair of shorts, and I am disappointed. I've bought lululemon for him before, which he loves but the shorts were a no go.",20-Oct-17,"Hey SimpleRunner,
Thanks so much for sharing your thoughts today. We stand behind the quality of our gear and will be in touch shortly via email to follow up and help!
Chat soon.",1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,4 out of 5,MRLEWIS,,,,,,,,Wicked shorts,9/29/17,"Pretty straight forward, these shorts are great fitting, light and comfortable.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,STASYA,VIRGINIA,YOGI,25-34,CURVY,"fast drying, wicking, lightweight, flexible, length, great for yoga",,roomy,Perfect for Yoga!,9/7/17,"I purchased these for my boyfriend. He had a lot of issues finding shorts. Everything was too tight, too loose, ball-crushing, too thick, weird pockets, too binding, etc... He tried a bunch of different Lulu shorts and these are his favorite. He loves the linerless shorts, since they are lightweight and dry quickly. He usually wears them without underwear, and has not had any issues with popping out, since they are a good length. They have room to move, without being baggy, and just enough stretch in the material to allow him to get into half pigeon pose with ease. He was worried about pockets getting in the way, but the material is low profile and the pockets have turned out to be convenient. He loves how quickly they dry. I usually hang dry our workout clothes, and I've noticed these shorts dry faster than anything else. They are excellent for wicking away sweat. Now every time we get ready for yoga class he asks me ""are the Lululemon shorts clean?""",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,JAKESMITH,"EUGENE, OR",SWEATY GENERALIST,18-24,MUSCULAR,,,snug,My go to,9/5/17,I have 2 pairs of these shorts and they are my go to for basically any type of training. They also look great for after the gym as well!,,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,DAVIDC,,,,,"fit, ventilation, pockets",,,Best shorts,8/28/17,"These are by far the best shorts Lululemon makes for men. I had been traditionally wearing T.H.E. Short Linerless until I found the Pace Breakers. These shorts have a much nicer fit with plenty of storage. They also keep me very cool during workouts because of the small mesh vent from the leg to the upper back. I can wear these shorts anytime (working out at the gym, casual wear on weekends, or to play basketball in).",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,2 out of 5,MRUK48,"CHICAGO, IL",,,MUSCULAR,,,,Let down,8/23/17,"I have been wearing lululemon products for nearly 6 years and although some may find the prices high, I am more than willing to spend that kind of money on Lulu products. After recently purchasing the newest version of the Pace Breaker shorts, I noticed two snags after two wears and they now look very unpresentable. This has never happened to my older version of Pace Breaker shorts. I am disappointed because I would expect higher quality for a $68 pair of shorts.",23-Aug-17,"Hey mruk48,
Sorry to hear that your Pace Breaker Short *Linerless isn't holding up as expected. We stand behind the quality of our gear and have sent an email your way to discuss this further, and look into our options.",1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,1 out of 5,KYLE245,,,25-34,ATHLETIC,,,,barely lasted a week,8/16/17,I bought these shorts because I've seen so many other men wearing these kind of shorts but unfortunately these really suck. The pockets are really big and get caught on a lot of things. They got caught on my weights and ripped a little. Then the waist band doesn't look good anymore. The fabric is bumpy now and no longer smooth.,17-Aug-17,"Yikes. This doesn’t sound good. We stand behind the quality of our gear and would love to know more about your experience with this. Keep your eye out, an email is on its way.",1,0
