product,price,userRating,averageRating,username,userLocation,athleteType,ageRange,bodyType,likes,dislikes,fit,reviewTitle,reviewDate,reviewText,responseDate,responseText,Helpful,NotHelpful,reviewLength,category,categoryType
"Pace Breaker Short
9""",68,3.5,1,BRIANDOTNET,"SEATTLE, WA, USA",SWEATY GENERALIST,25-34,LEAN,,,,Nice shorts but poor quality,2017-01-29,"Bought this pair online before Christmas, but finally got a chance to try it on this morning before heading out to the gym. The FIRST THING I noticed was an area about 2 square inch on the back of the shorts, the fabric seems to have been scratched with several threads sticking out. Not sure how it could happen to a new piece of Lulu. It is probably not a common case since I own many pieces of Lululemon and this is the first time I see something like this. Still, I was pretty disappointed with these shorts.",2017-01-29,"Hi BrianDotNe,
I appreciate you reaching out and sharing your feedback with us, and I'm sorry to hear that these shorts aren't performing for you, and I definitely understand your frustration. I'm eager to turn things around for you, so stand by for an email coming your way soon.",0,1,512,bottom,shorts
"Pace Breaker Short
9""",68,3.5,1,MATT33,,SWEATY GENERALIST,25-34,MUSCULAR,,"poor quality, lining, finish",,Poor quality,2017-01-09,I received these shorts as a gift. I have mulitiple Lululemon shorts but these don't seem to provide the same quality. The inner lining is scratchy and already starting to look worn after a few uses. i'd buy Surge or The Short over these any day.,2017-01-11,"Hey Matt33,
Thanks for sharing your thoughts about your new gear. An email is headed your way so we can follow up on the scratchiness and worn look you've noticed and work towards a fix together.
Chat with you soon.",1,1,246,bottom,shorts
"Pace Breaker Short
9""",68,3.5,1,RUNNER85,CHICAGO,SWEATY GENERALIST,25-34,ATHLETIC,,liner,,Not recommended for athletes,2017-01-07,"These are easily the least comfortable shorts I own. Far less comfortable than the $10.00 amazon prime shorts. I spend my entire workout (whether it be running (long distance) Yoga or crossfit) pulling down the liner and adjusting the inner liner of the shorts. The workout becomes about how to make the shorts feel comfortable vs. putting in work. These may be great if you are looking for ""walk"" shorts with a lulu logo; but I do not recommend them to anyone seeking comfort while working out. The liner balls up to your crotch relentlessly. Consider spending your $70+ on different run shorts, rebok crossfit shorts or simple boardshorts. All better options, in my opinion of course.",,,3,2,686,bottom,shorts
"Pace Breaker Short
9""",68,3.5,3,GOGATOR,SOUTH KOREA,SWEATY GENERALIST,25-34,ATHLETIC,"design, functionability",durability,,"Love the design, but lacks durability",2017-01-03,"My friend got these shorts for me and I was super excited because all the hype my gym buddies were having. These look great and feels great. However, the drawstring frays away, lining got destroyed after a month (no dryer, only hang-dried!) and the rear side butt part is becoming ""thinner"" and more see-through due to wear out. I'm now questioning Lululemon's reputation and products' quality... Kinda wish she got me a pair of Nike or Adidas that would have lasted me longer...",2017-01-05,"Hi GoGator,
We're sorry to hear you're experiencing coverage and liner issues with your Pace Breaker Short 9"". We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution. We have sent you an email outlining a few options.",2,1,479,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,YAZZY,AUSTIN,RUNNER,18-24,ATHLETIC,"fit, material",liner,,"Great shorts, poor liner",2016-12-31,"Love these shorts and use them for weight training/running but unfortunately the liner doesn't hold up. I've developed 2 holes on the thighs that are annoying to deal with, wish the liner on these was as good as the liner on my THE shorts.",2017-01-04,"Hi Yazzy,

I'm sorry to hear of the trouble you're having with your gear. I know this is not the look you want your shorts to have. We stand behind our quality, and if a piece isn't performing as it should -- we'd like to help you out.
We will be reaching out to you via email to discuss a resolution for you.",2,0,239,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,BOBUDDY,"ARIZONA, USA",SWEATY GENERALIST,35-44,ATHLETIC,,"fit, lacks hip pocket, tight, length",,"""Core Shorts"" were better.",2016-12-12,Pace Breakers are not a great fit. They lack the great Lulu details like the large left hip pocket. Just bring back the Core shorts and problems are solved! Everything else is a huge disappointment. I will never understand why Lululemon stopped making Core Shorts. Please bring Core Shorts back!!,,,9,1,296,bottom,shorts
"Pace Breaker Short
9""",68,3.5,1,ACEONE,"KANSAS, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Lining can't keep it together,2016-12-09,Love the shorts but the inner lining has ripped on the ends of the legs and the middle seam. It is also starting to tear on the thighs. I've had no problems with other lulu clothes except these shorts.,2016-12-10,"Hey there AceOne,
Oh no, I'm sorry to hear of the ripped lining that you've experienced in your shorts. Let's work together to fix this. Watch for an email that will explain the next steps.",1,0,201,bottom,shorts
"Pace Breaker Short
9""",68,3.5,3,MONKEY2009,"FLORIDA, USA",,25-34,,,,,50/50,2016-11-29,"My boyfriend has two pairs of these and loves them. He has had no issues with the lining. HOWEVER, one pair has split at the seams on the outside/visible part of the shorts, making them unwearable. He doesn't work out in them so it's not like they have been given a lot of wear and tear. They are his casual, dog walking shorts. Considering the price, I consider this to be majorly disappointing.",2016-11-29,"Hi Monkey2009,
Yikes, we're sorry to here that seam splitting is going on with your boyfriends shorts. We stand behind our gear and would love to make things right for you. Keep an eye on your inbox - I've sent you an email to follow up and help.",0,0,396,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,AHMADAUH,"EDMONTON, AB, CANADA",RUNNER,25-34,ATHLETIC,,,,Good fit but ...,2016-11-28,"Short has a very nice design and smart features. However, there are two annoying things in this product: Liner deteriorates and more importantly, the waist line keeps rolling. The latter is extremely uncomfortable and made me stop using this short. I don't have belly so I can't blame my body for experiencing this :)",2016-11-28,"Hey Ahmadauh,
Thanks for sharing your thoughts with us. We stand behind the quality of our gear and would love to work toward a resolution, so keep an eye out for an email coming your way.",1,0,317,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,MWR0317,,,,,,,,Poor liners,2016-11-01,"Hello
I have 3 pairs of these shorts and really like the style and fit but I'm sad to say that the liners have more or less disintegrated on two of them. I use them for running and yoga and cycle between all 3 pairs equally but large holes have developed in the inner thigh parts of each liner.
It's a little disappointing considering that I haven't had them that long and the quality of the other Lulu gear I use.",2016-11-03,"Hey MWR0317,
Oh dear. We're all about that extra breathability but not when it comes from holes in the liner of your gear. Reach out to our GEC at 1.877.263.9300 and our team of educators would love to chat more about it.
Chat with you soon.",2,0,414,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,METCONDAILY,,,,,"fit, feel","liner durability, quality",,Comfortable short with poor quality liners,2016-10-27,"I have five pairs of the Pace Breaker short. So far three pairs have had the liner deteriorate. They literally begin to disintegrate. One pair got so bad that I had to cut out the liner; the other two pairs are getting close to this status. I was considering replacing these shorts, however, after seeing other reviews I am probably going to be looking at other options/manufactures. Other than the issue with the liners I find these very comfortable shorts with a durable shell. However, for the price I am happy to look elsewhere for a comparable short with the hopes of finding real quality.",2016-11-01,"Hey MetconDaily,
Oh no! We're sorry to hear your Pace Breaker Short 9"" and the liner issues you're experiencing. Keep an eye out for an email headed your way with some follow up solutions.
Chat with you soon.",3,0,594,bottom,shorts
"Pace Breaker Short
9""",68,3.5,1,SNOWMONKEY123,,,,,,"the fit, the fly opening",,"used to great, new style terrible",2016-10-27,"These used to be great shorts. Over the years, I have probably bought 5 or 6 pairs a year, going back 6 years.. Recently, within the last year they changed the fit and the fly now has a fake opening and looks like a pair of boxers instead of being sewn shut like before. The liner and shorts dig into my crotch and they are absolutely miserable. Why would Lululemon mess with their flagship men's product that was perfect before? I now find myself searching other brands and trying their shorts. I will never buy these again unless they go back to the old formula. What a shame.",,,3,0,578,bottom,shorts
"Pace Breaker Short
9""",68,3.5,1,SUNSHINE479,NANAIMO,SWEATY GENERALIST,25-34,SLIM,,,,used to love these...,2016-10-21,"My husband has exclusively worn pace breaker shorts for the past 5 years and they have held up wonderfully. I bought him the charcoal ones the other day and he wore them to the gym for the first time today, doing all the same things hes always done in them (weights and cardio) and wherever the shorts touched gym equipment they are discolored, like the pattern is rubbing off. Not impressed with these...not sure if its this specific print/fabric. The black and light grey ones he has bought previously have never had an issue. These shorts need to stay looking good beyond one wear.",2016-10-23,"Hi Sunshine479,
Thanks for checking in. I'm sorry to hear that your husband's shorts are fading in colour, and imagine the two of you must be quite frustrated. We stand behind the quality of our gear and want to make things right, so keep an eye out for an email hitting your inbox soon.",0,0,584,bottom,shorts
